,date,actions
2064,2020-05-12,[0]
2065,2020-05-13,[0]
2066,2020-05-14,[0]
2067,2020-05-15,[0]
2068,2020-05-16,[0]
2069,2020-05-17,[0]
2070,2020-05-18,[0]
2071,2020-05-19,[0]
2072,2020-05-20,[0]
2073,2020-05-21,[0]
2074,2020-05-22,[0]
2075,2020-05-23,[0]
2076,2020-05-24,[0]
2077,2020-05-25,[0]
2078,2020-05-26,[0]
2079,2020-05-27,[0]
2080,2020-05-28,[0]
2081,2020-05-29,[0]
2082,2020-05-30,[0]
2083,2020-05-31,[0]
2084,2020-06-01,[0]
2085,2020-06-02,[0]
2086,2020-06-03,[0]
2087,2020-06-04,[0]
2088,2020-06-05,[0]
2089,2020-06-06,[0]
2090,2020-06-07,[0]
2091,2020-06-08,[0]
2092,2020-06-09,[0]
2093,2020-06-10,[0]
2094,2020-06-11,[0]
2095,2020-06-12,[0]
2096,2020-06-13,[0]
2097,2020-06-14,[0]
2098,2020-06-15,[0]
2099,2020-06-16,[0]
2100,2020-06-17,[0]
2101,2020-06-18,[0]
2102,2020-06-19,[0]
2103,2020-06-20,[0]
2104,2020-06-21,[0]
2105,2020-06-22,[0]
2106,2020-06-23,[0]
2107,2020-06-24,[0]
2108,2020-06-25,[0]
2109,2020-06-26,[0]
2110,2020-06-27,[0]
2111,2020-06-28,[0]
2112,2020-06-29,[0]
2113,2020-06-30,[0]
2114,2020-07-01,[0]
2115,2020-07-02,[0]
2116,2020-07-03,[0]
2117,2020-07-04,[0]
2118,2020-07-05,[0]
2119,2020-07-06,[0]
2120,2020-07-07,[0]
2121,2020-07-08,[0]
2122,2020-07-09,[0]
2123,2020-07-10,[0]
2124,2020-07-11,[0]
2125,2020-07-12,[0]
2126,2020-07-13,[0]
2127,2020-07-14,[0]
2128,2020-07-15,[0]
2129,2020-07-16,[0]
2130,2020-07-17,[0]
2131,2020-07-18,[0]
2132,2020-07-19,[0]
2133,2020-07-20,[0]
2134,2020-07-21,[0]
2135,2020-07-22,[0]
2136,2020-07-23,[0]
2137,2020-07-24,[0]
2138,2020-07-25,[0]
2139,2020-07-26,[0]
2140,2020-07-27,[0]
2141,2020-07-28,[0]
2142,2020-07-29,[0]
2143,2020-07-30,[0]
2144,2020-07-31,[0]
2145,2020-08-01,[0]
2146,2020-08-02,[0]
2147,2020-08-03,[0]
2148,2020-08-04,[0]
2149,2020-08-05,[0]
2150,2020-08-06,[0]
2151,2020-08-07,[0]
2152,2020-08-08,[0]
2153,2020-08-09,[0]
2154,2020-08-10,[0]
2155,2020-08-11,[0]
2156,2020-08-12,[0]
2157,2020-08-13,[0]
2158,2020-08-14,[0]
2159,2020-08-15,[0]
2160,2020-08-16,[0]
2161,2020-08-17,[0]
2162,2020-08-18,[0]
2163,2020-08-19,[0]
2164,2020-08-20,[0]
2165,2020-08-21,[0]
2166,2020-08-22,[0]
2167,2020-08-23,[0]
2168,2020-08-24,[0]
2169,2020-08-25,[0]
2170,2020-08-26,[0]
2171,2020-08-27,[0]
2172,2020-08-28,[0]
2173,2020-08-29,[0]
2174,2020-08-30,[0]
2175,2020-08-31,[0]
2176,2020-09-01,[0]
2177,2020-09-02,[0]
2178,2020-09-03,[0]
2179,2020-09-04,[0]
2180,2020-09-05,[0]
2181,2020-09-06,[0]
2182,2020-09-07,[0]
2183,2020-09-08,[0]
2184,2020-09-09,[0]
2185,2020-09-10,[0]
2186,2020-09-11,[0]
2187,2020-09-12,[0]
2188,2020-09-13,[0]
2189,2020-09-14,[0]
2190,2020-09-15,[0]
2191,2020-09-16,[0]
2192,2020-09-17,[0]
2193,2020-09-18,[0]
2194,2020-09-19,[0]
2195,2020-09-20,[0]
2196,2020-09-21,[0]
2197,2020-09-22,[0]
2198,2020-09-23,[0]
2199,2020-09-24,[0]
2200,2020-09-25,[0]
2201,2020-09-26,[0]
2202,2020-09-27,[0]
2203,2020-09-28,[0]
2204,2020-09-29,[0]
2205,2020-09-30,[0]
2206,2020-10-01,[0]
2207,2020-10-02,[0]
2208,2020-10-03,[0]
2209,2020-10-04,[0]
2210,2020-10-05,[0]
2211,2020-10-06,[0]
2212,2020-10-07,[0]
2213,2020-10-08,[0]
2214,2020-10-09,[0]
2215,2020-10-10,[0]
2216,2020-10-11,[0]
2217,2020-10-12,[0]
2218,2020-10-13,[0]
2219,2020-10-14,[0]
2220,2020-10-15,[0]
2221,2020-10-16,[0]
2222,2020-10-17,[0]
2223,2020-10-18,[0]
2224,2020-10-19,[0]
2225,2020-10-20,[0]
2226,2020-10-21,[0]
2227,2020-10-22,[0]
2228,2020-10-23,[0]
2229,2020-10-24,[0]
2230,2020-10-25,[0]
2231,2020-10-26,[0]
2232,2020-10-27,[0]
2233,2020-10-28,[0]
2234,2020-10-29,[0]
2235,2020-10-30,[0]
2236,2020-10-31,[0]
2237,2020-11-01,[0]
2238,2020-11-02,[0]
2239,2020-11-03,[0]
2240,2020-11-04,[0]
2241,2020-11-05,[0]
2242,2020-11-06,[0]
2243,2020-11-07,[0]
2244,2020-11-08,[0]
2245,2020-11-09,[0]
2246,2020-11-10,[0]
2247,2020-11-11,[0]
2248,2020-11-12,[0]
2249,2020-11-13,[0]
2250,2020-11-14,[0]
2251,2020-11-15,[0]
2252,2020-11-16,[0]
2253,2020-11-17,[0]
2254,2020-11-18,[0]
2255,2020-11-19,[0]
2256,2020-11-20,[0]
2257,2020-11-21,[0]
2258,2020-11-22,[0]
2259,2020-11-23,[0]
2260,2020-11-24,[0]
2261,2020-11-25,[0]
2262,2020-11-26,[0]
2263,2020-11-27,[0]
2264,2020-11-28,[0]
2265,2020-11-29,[0]
2266,2020-11-30,[0]
2267,2020-12-01,[0]
2268,2020-12-02,[0]
2269,2020-12-03,[0]
2270,2020-12-04,[0]
2271,2020-12-05,[0]
2272,2020-12-06,[0]
2273,2020-12-07,[0]
2274,2020-12-08,[0]
2275,2020-12-09,[0]
2276,2020-12-10,[0]
2277,2020-12-11,[0]
2278,2020-12-12,[0]
2279,2020-12-13,[0]
2280,2020-12-14,[0]
2281,2020-12-15,[0]
2282,2020-12-16,[0]
2283,2020-12-17,[0]
2284,2020-12-18,[0]
2285,2020-12-19,[0]
2286,2020-12-20,[0]
2287,2020-12-21,[0]
2288,2020-12-22,[0]
2289,2020-12-23,[0]
2290,2020-12-24,[0]
2291,2020-12-25,[0]
2292,2020-12-26,[0]
2293,2020-12-27,[0]
2294,2020-12-28,[0]
2295,2020-12-29,[0]
2296,2020-12-30,[0]
2297,2020-12-31,[0]
2298,2021-01-01,[0]
2299,2021-01-02,[0]
2300,2021-01-03,[0]
2301,2021-01-04,[0]
2302,2021-01-05,[0]
2303,2021-01-06,[0]
2304,2021-01-07,[0]
2305,2021-01-08,[0]
2306,2021-01-09,[0]
2307,2021-01-10,[0]
2308,2021-01-11,[0]
2309,2021-01-12,[0]
2310,2021-01-13,[0]
2311,2021-01-14,[0]
2312,2021-01-15,[0]
2313,2021-01-16,[0]
2314,2021-01-17,[0]
2315,2021-01-18,[0]
2316,2021-01-19,[0]
2317,2021-01-20,[0]
2318,2021-01-21,[0]
2319,2021-01-22,[0]
2320,2021-01-23,[0]
2321,2021-01-24,[0]
2322,2021-01-25,[0]
2323,2021-01-26,[0]
2324,2021-01-27,[0]
2325,2021-01-28,[0]
2326,2021-01-29,[0]
2327,2021-01-30,[0]
2328,2021-01-31,[0]
2329,2021-02-01,[0]
2330,2021-02-02,[0]
2331,2021-02-03,[0]
2332,2021-02-04,[0]
2333,2021-02-05,[0]
2334,2021-02-06,[0]
2335,2021-02-07,[0]
2336,2021-02-08,[0]
2337,2021-02-09,[0]
2338,2021-02-10,[0]
2339,2021-02-11,[0]
2340,2021-02-12,[0]
2341,2021-02-13,[0]
2342,2021-02-14,[0]
2343,2021-02-15,[0]
2344,2021-02-16,[0]
2345,2021-02-17,[0]
2346,2021-02-18,[0]
2347,2021-02-19,[0]
2348,2021-02-20,[0]
2349,2021-02-21,[0]
2350,2021-02-22,[0]
2351,2021-02-23,[0]
2352,2021-02-24,[0]
2353,2021-02-25,[0]
2354,2021-02-26,[0]
2355,2021-02-27,[0]
2356,2021-02-28,[0]
2357,2021-03-01,[0]
2358,2021-03-02,[0]
2359,2021-03-03,[0]
2360,2021-03-04,[0]
2361,2021-03-05,[0]
2362,2021-03-06,[0]
2363,2021-03-07,[0]
2364,2021-03-08,[0]
2365,2021-03-09,[0]
2366,2021-03-10,[0]
2367,2021-03-11,[0]
2368,2021-03-12,[0]
2369,2021-03-13,[0]
2370,2021-03-14,[0]
2371,2021-03-15,[0]
2372,2021-03-16,[0]
2373,2021-03-17,[0]
2374,2021-03-18,[0]
2375,2021-03-19,[0]
2376,2021-03-20,[0]
2377,2021-03-21,[0]
2378,2021-03-22,[0]
2379,2021-03-23,[0]
2380,2021-03-24,[0]
2381,2021-03-25,[0]
2382,2021-03-26,[0]
2383,2021-03-27,[0]
2384,2021-03-28,[0]
2385,2021-03-29,[0]
2386,2021-03-30,[0]
2387,2021-03-31,[0]
2388,2021-04-01,[0]
2389,2021-04-02,[0]
2390,2021-04-03,[0]
2391,2021-04-04,[0]
2392,2021-04-05,[0]
2393,2021-04-06,[0]
2394,2021-04-07,[0]
2395,2021-04-08,[0]
2396,2021-04-09,[0]
2397,2021-04-10,[0]
2398,2021-04-11,[0]
2399,2021-04-12,[0]
2400,2021-04-13,[0]
2401,2021-04-14,[0]
2402,2021-04-15,[0]
2403,2021-04-16,[0]
2404,2021-04-17,[0]
2405,2021-04-18,[0]
2406,2021-04-19,[0]
2407,2021-04-20,[0]
2408,2021-04-21,[0]
2409,2021-04-22,[0]
2410,2021-04-23,[0]
2411,2021-04-24,[0]
2412,2021-04-25,[0]
2413,2021-04-26,[0]
2414,2021-04-27,[0]
2415,2021-04-28,[0]
2416,2021-04-29,[0]
2417,2021-04-30,[0]
2418,2021-05-01,[0]
2419,2021-05-02,[0]
2420,2021-05-03,[0]
2421,2021-05-04,[0]
2422,2021-05-05,[0]
2423,2021-05-06,[0]
2424,2021-05-07,[0]
2425,2021-05-08,[0]
2426,2021-05-09,[0]
2427,2021-05-10,[0]
2428,2021-05-11,[0]
2429,2021-05-12,[0]
2430,2021-05-13,[0]
2431,2021-05-14,[0]
2432,2021-05-15,[0]
2433,2021-05-16,[0]
2434,2021-05-17,[0]
2435,2021-05-18,[0]
2436,2021-05-19,[0]
2437,2021-05-20,[0]
2438,2021-05-21,[0]
2439,2021-05-22,[0]
2440,2021-05-23,[0]
2441,2021-05-24,[0]
2442,2021-05-25,[0]
2443,2021-05-26,[0]
2444,2021-05-27,[0]
2445,2021-05-28,[0]
2446,2021-05-29,[0]
2447,2021-05-30,[0]
2448,2021-05-31,[0]
2449,2021-06-01,[0]
2450,2021-06-02,[0]
2451,2021-06-03,[0]
2452,2021-06-04,[0]
2453,2021-06-05,[0]
2454,2021-06-06,[0]
2455,2021-06-07,[0]
2456,2021-06-08,[0]
2457,2021-06-09,[0]
2458,2021-06-10,[0]
2459,2021-06-11,[0]
2460,2021-06-12,[0]
2461,2021-06-13,[0]
2462,2021-06-14,[0]
2463,2021-06-15,[0]
2464,2021-06-16,[0]
2465,2021-06-17,[0]
2466,2021-06-18,[0]
2467,2021-06-19,[0]
2468,2021-06-20,[0]
2469,2021-06-21,[0]
2470,2021-06-22,[0]
2471,2021-06-23,[0]
2472,2021-06-24,[0]
2473,2021-06-25,[0]
2474,2021-06-26,[0]
2475,2021-06-27,[0]
2476,2021-06-28,[0]
2477,2021-06-29,[0]
2478,2021-06-30,[0]
2479,2021-07-01,[0]
2480,2021-07-02,[0]
2481,2021-07-03,[0]
2482,2021-07-04,[0]
2483,2021-07-05,[0]
2484,2021-07-06,[0]
2485,2021-07-07,[0]
2486,2021-07-08,[0]
2487,2021-07-09,[0]
2488,2021-07-10,[0]
2489,2021-07-11,[0]
2490,2021-07-12,[0]
2491,2021-07-13,[0]
2492,2021-07-14,[0]
2493,2021-07-15,[0]
2494,2021-07-16,[0]
2495,2021-07-17,[0]
2496,2021-07-18,[0]
2497,2021-07-19,[0]
2498,2021-07-20,[0]
2499,2021-07-21,[0]
2500,2021-07-22,[0]
2501,2021-07-23,[0]
2502,2021-07-24,[0]
2503,2021-07-25,[0]
2504,2021-07-26,[0]
2505,2021-07-27,[0]
2506,2021-07-28,[0]
2507,2021-07-29,[0]
2508,2021-07-30,[0]
2509,2021-07-31,[0]
2510,2021-08-01,[0]
2511,2021-08-02,[0]
2512,2021-08-03,[0]
2513,2021-08-04,[0]
2514,2021-08-05,[0]
2515,2021-08-06,[0]
2516,2021-08-07,[0]
2517,2021-08-08,[0]
2518,2021-08-09,[0]
2519,2021-08-10,[0]
2520,2021-08-11,[0]
2521,2021-08-12,[0]
2522,2021-08-13,[0]
2523,2021-08-14,[0]
2524,2021-08-15,[0]
2525,2021-08-16,[0]
2526,2021-08-17,[0]
2527,2021-08-18,[0]
2528,2021-08-19,[0]
2529,2021-08-20,[0]
2530,2021-08-21,[0]
2531,2021-08-22,[0]
2532,2021-08-23,[0]
2533,2021-08-24,[0]
2534,2021-08-25,[0]
2535,2021-08-26,[0]
2536,2021-08-27,[0]
2537,2021-08-28,[0]
2538,2021-08-29,[0]
2539,2021-08-30,[0]
2540,2021-08-31,[0]
2541,2021-09-01,[0]
2542,2021-09-02,[0]
2543,2021-09-03,[0]
2544,2021-09-04,[0]
2545,2021-09-05,[0]
2546,2021-09-06,[0]
2547,2021-09-07,[0]
2548,2021-09-08,[0]
2549,2021-09-09,[0]
2550,2021-09-10,[0]
2551,2021-09-11,[0]
2552,2021-09-12,[0]
2553,2021-09-13,[0]
2554,2021-09-14,[0]
2555,2021-09-15,[0]
2556,2021-09-16,[0]
2557,2021-09-17,[0]
2558,2021-09-18,[0]
2559,2021-09-19,[0]
2560,2021-09-20,[0]
2561,2021-09-21,[0]
2562,2021-09-22,[0]
2563,2021-09-23,[0]
2564,2021-09-24,[0]
2565,2021-09-25,[0]
2566,2021-09-26,[0]
2567,2021-09-27,[0]
2568,2021-09-28,[0]
2569,2021-09-29,[0]
2570,2021-09-30,[0]
2571,2021-10-01,[0]
2572,2021-10-02,[0]
2573,2021-10-03,[0]
2574,2021-10-04,[0]
2575,2021-10-05,[0]
2576,2021-10-06,[0]
2577,2021-10-07,[0]
2578,2021-10-08,[0]
2579,2021-10-09,[0]
2580,2021-10-10,[0]
2581,2021-10-11,[0]
2582,2021-10-12,[0]
2583,2021-10-13,[0]
2584,2021-10-14,[0]
2585,2021-10-15,[0]
2586,2021-10-16,[0]
2587,2021-10-17,[0]
2588,2021-10-18,[0]
2589,2021-10-19,[0]
2590,2021-10-20,[0]
2591,2021-10-21,[0]
2592,2021-10-22,[0]
2593,2021-10-23,[0]
2594,2021-10-24,[0]
2595,2021-10-25,[0]
2596,2021-10-26,[0]
2597,2021-10-27,[0]
2598,2021-10-28,[0]
2599,2021-10-29,[0]
2600,2021-10-30,[0]
2601,2021-10-31,[0]
2602,2021-11-01,[0]
2603,2021-11-02,[0]
2604,2021-11-03,[0]
2605,2021-11-04,[0]
2606,2021-11-05,[0]
2607,2021-11-06,[0]
2608,2021-11-07,[0]
2609,2021-11-08,[0]
2610,2021-11-09,[0]
2611,2021-11-10,[0]
2612,2021-11-11,[0]
2613,2021-11-12,[0]
2614,2021-11-13,[0]
2615,2021-11-14,[0]
2616,2021-11-15,[0]
2617,2021-11-16,[0]
2618,2021-11-17,[0]
2619,2021-11-18,[0]
2620,2021-11-19,[0]
2621,2021-11-20,[0]
2622,2021-11-21,[0]
2623,2021-11-22,[0]
2624,2021-11-23,[0]
2625,2021-11-24,[0]
2626,2021-11-25,[0]
2627,2021-11-26,[0]
2628,2021-11-27,[0]
2629,2021-11-28,[0]
2630,2021-11-29,[0]
2631,2021-11-30,[0]
2632,2021-12-01,[0]
2633,2021-12-02,[0]
2634,2021-12-03,[0]
2635,2021-12-04,[0]
2636,2021-12-05,[0]
2637,2021-12-06,[0]
2638,2021-12-07,[0]
2639,2021-12-08,[0]
2640,2021-12-09,[0]
2641,2021-12-10,[0]
2642,2021-12-11,[0]
2643,2021-12-12,[0]
2644,2021-12-13,[0]
2645,2021-12-14,[0]
2646,2021-12-15,[0]
2647,2021-12-16,[0]
2648,2021-12-17,[0]
2649,2021-12-18,[0]
2650,2021-12-19,[0]
2651,2021-12-20,[0]
2652,2021-12-21,[0]
2653,2021-12-22,[0]
2654,2021-12-23,[0]
2655,2021-12-24,[0]
2656,2021-12-25,[0]
2657,2021-12-26,[0]
2658,2021-12-27,[0]
2659,2021-12-28,[0]
2660,2021-12-29,[0]
2661,2021-12-30,[0]
2662,2021-12-31,[0]
2663,2022-01-01,[0]
2664,2022-01-02,[0]
2665,2022-01-03,[0]
2666,2022-01-04,[0]
2667,2022-01-05,[0]
2668,2022-01-06,[0]
2669,2022-01-07,[0]
2670,2022-01-08,[0]
2671,2022-01-09,[0]
2672,2022-01-10,[0]
2673,2022-01-11,[0]
2674,2022-01-12,[0]
2675,2022-01-13,[0]
2676,2022-01-14,[0]
2677,2022-01-15,[0]
2678,2022-01-16,[0]
2679,2022-01-17,[0]
2680,2022-01-18,[0]
2681,2022-01-19,[0]
2682,2022-01-20,[0]
2683,2022-01-21,[0]
2684,2022-01-22,[0]
2685,2022-01-23,[0]
2686,2022-01-24,[0]
2687,2022-01-25,[0]
2688,2022-01-26,[0]
2689,2022-01-27,[0]
2690,2022-01-28,[0]
2691,2022-01-29,[0]
2692,2022-01-30,[0]
2693,2022-01-31,[0]
2694,2022-02-01,[0]
2695,2022-02-02,[0]
2696,2022-02-03,[0]
2697,2022-02-04,[0]
2698,2022-02-05,[0]
2699,2022-02-06,[0]
2700,2022-02-07,[0]
2701,2022-02-08,[0]
2702,2022-02-09,[0]
2703,2022-02-10,[0]
2704,2022-02-11,[0]
2705,2022-02-12,[0]
2706,2022-02-13,[0]
2707,2022-02-14,[0]
2708,2022-02-15,[0]
2709,2022-02-16,[0]
2710,2022-02-17,[0]
2711,2022-02-18,[0]
2712,2022-02-19,[0]
2713,2022-02-20,[0]
2714,2022-02-21,[0]
2715,2022-02-22,[0]
2716,2022-02-23,[0]
2717,2022-02-24,[0]
2718,2022-02-25,[0]
2719,2022-02-26,[0]
2720,2022-02-27,[0]
2721,2022-02-28,[0]
2722,2022-03-01,[0]
2723,2022-03-02,[0]
2724,2022-03-03,[0]
2725,2022-03-04,[0]
2726,2022-03-05,[0]
2727,2022-03-06,[0]
2728,2022-03-07,[0]
2729,2022-03-08,[0]
2730,2022-03-09,[0]
2731,2022-03-10,[0]
2732,2022-03-11,[0]
2733,2022-03-12,[0]
2734,2022-03-13,[0]
2735,2022-03-14,[0]
2736,2022-03-15,[0]
2737,2022-03-16,[0]
2738,2022-03-17,[0]
2739,2022-03-18,[0]
2740,2022-03-19,[0]
2741,2022-03-20,[0]
2742,2022-03-21,[0]
2743,2022-03-22,[0]
2744,2022-03-23,[0]
2745,2022-03-24,[0]
2746,2022-03-25,[0]
2747,2022-03-26,[0]
2748,2022-03-27,[0]
2749,2022-03-28,[0]
2750,2022-03-29,[0]
2751,2022-03-30,[0]
2752,2022-03-31,[0]
2753,2022-04-01,[0]
2754,2022-04-02,[0]
2755,2022-04-03,[0]
2756,2022-04-04,[0]
2757,2022-04-05,[0]
2758,2022-04-06,[0]
2759,2022-04-07,[0]
2760,2022-04-08,[0]
2761,2022-04-09,[0]
2762,2022-04-10,[0]
2763,2022-04-11,[0]
2764,2022-04-12,[0]
2765,2022-04-13,[0]
2766,2022-04-14,[0]
2767,2022-04-15,[0]
2768,2022-04-16,[0]
2769,2022-04-17,[0]
2770,2022-04-18,[0]
2771,2022-04-19,[0]
2772,2022-04-20,[0]
2773,2022-04-21,[0]
2774,2022-04-22,[0]
2775,2022-04-23,[0]
2776,2022-04-24,[0]
2777,2022-04-25,[0]
2778,2022-04-26,[0]
2779,2022-04-27,[0]
2780,2022-04-28,[0]
2781,2022-04-29,[0]
2782,2022-04-30,[0]
2783,2022-05-01,[0]
2784,2022-05-02,[0]
2785,2022-05-03,[0]
2786,2022-05-04,[0]
2787,2022-05-05,[0]
2788,2022-05-06,[0]
2789,2022-05-07,[0]
2790,2022-05-08,[0]
2791,2022-05-09,[0]
2792,2022-05-10,[0]
2793,2022-05-11,[0]
2794,2022-05-12,[0]
2795,2022-05-13,[0]
2796,2022-05-14,[0]
2797,2022-05-15,[0]
2798,2022-05-16,[0]
2799,2022-05-17,[0]
2800,2022-05-18,[0]
2801,2022-05-19,[0]
2802,2022-05-20,[0]
2803,2022-05-21,[0]
2804,2022-05-22,[0]
2805,2022-05-23,[0]
2806,2022-05-24,[0]
2807,2022-05-25,[0]
2808,2022-05-26,[0]
2809,2022-05-27,[0]
2810,2022-05-28,[0]
2811,2022-05-29,[0]
2812,2022-05-30,[0]
2813,2022-05-31,[0]
2814,2022-06-01,[0]
2815,2022-06-02,[0]
2816,2022-06-03,[0]
2817,2022-06-04,[0]
2818,2022-06-05,[0]
2819,2022-06-06,[0]
2820,2022-06-07,[0]
2821,2022-06-08,[0]
2822,2022-06-09,[0]
2823,2022-06-10,[0]
2824,2022-06-11,[0]
2825,2022-06-12,[0]
2826,2022-06-13,[0]
2827,2022-06-14,[0]
2828,2022-06-15,[0]
2829,2022-06-16,[0]
2830,2022-06-17,[0]
2831,2022-06-18,[0]
2832,2022-06-19,[0]
2833,2022-06-20,[0]
2834,2022-06-21,[0]
2835,2022-06-22,[0]
2836,2022-06-23,[0]
2837,2022-06-24,[0]
2838,2022-06-25,[0]
2839,2022-06-26,[0]
2840,2022-06-27,[0]
2841,2022-06-28,[0]
2842,2022-06-29,[0]
2843,2022-06-30,[0]
2844,2022-07-01,[0]
2845,2022-07-02,[0]
2846,2022-07-03,[0]
2847,2022-07-04,[0]
2848,2022-07-05,[0]
2849,2022-07-06,[0]
2850,2022-07-07,[0]
2851,2022-07-08,[0]
2852,2022-07-09,[0]
2853,2022-07-10,[0]
2854,2022-07-11,[0]
2855,2022-07-12,[0]
2856,2022-07-13,[0]
2857,2022-07-14,[0]
2858,2022-07-15,[0]
2859,2022-07-16,[0]
2860,2022-07-17,[0]
2861,2022-07-18,[0]
2862,2022-07-19,[0]
2863,2022-07-20,[0]
2864,2022-07-21,[0]
2865,2022-07-22,[0]
2866,2022-07-23,[0]
2867,2022-07-24,[0]
2868,2022-07-25,[0]
2869,2022-07-26,[0]
2870,2022-07-27,[0]
2871,2022-07-28,[0]
2872,2022-07-29,[0]
2873,2022-07-30,[0]
2874,2022-07-31,[0]
2875,2022-08-01,[0]
2876,2022-08-02,[0]
2877,2022-08-03,[0]
2878,2022-08-04,[0]
2879,2022-08-05,[0]
2880,2022-08-06,[0]
2881,2022-08-07,[0]
2882,2022-08-08,[0]
2883,2022-08-09,[0]
2884,2022-08-10,[0]
2885,2022-08-11,[0]
2886,2022-08-12,[0]
2887,2022-08-13,[0]
2888,2022-08-14,[0]
2889,2022-08-15,[0]
2890,2022-08-16,[0]
2891,2022-08-17,[0]
2892,2022-08-18,[0]
2893,2022-08-19,[0]
2894,2022-08-20,[0]
2895,2022-08-21,[0]
2896,2022-08-22,[0]
2897,2022-08-23,[0]
2898,2022-08-24,[0]
2899,2022-08-25,[0]
2900,2022-08-26,[0]
2901,2022-08-27,[0]
2902,2022-08-28,[0]
2903,2022-08-29,[0]
2904,2022-08-30,[0]
2905,2022-08-31,[0]
2906,2022-09-01,[0]
2907,2022-09-02,[0]
2908,2022-09-03,[0]
2909,2022-09-04,[0]
2910,2022-09-05,[0]
2911,2022-09-06,[0]
2912,2022-09-07,[0]
2913,2022-09-08,[0]
2914,2022-09-09,[0]
2915,2022-09-10,[0]
2916,2022-09-11,[0]
2917,2022-09-12,[0]
2918,2022-09-13,[0]
2919,2022-09-14,[0]
2920,2022-09-15,[0]
2921,2022-09-16,[0]
2922,2022-09-17,[0]
2923,2022-09-18,[0]
2924,2022-09-19,[0]
2925,2022-09-20,[0]
2926,2022-09-21,[0]
2927,2022-09-22,[0]
2928,2022-09-23,[0]
2929,2022-09-24,[0]
2930,2022-09-25,[0]
2931,2022-09-26,[0]
2932,2022-09-27,[0]
2933,2022-09-28,[0]
2934,2022-09-29,[0]
2935,2022-09-30,[0]
2936,2022-10-01,[0]
2937,2022-10-02,[0]
2938,2022-10-03,[0]
2939,2022-10-04,[0]
2940,2022-10-05,[0]
2941,2022-10-06,[0]
2942,2022-10-07,[0]
2943,2022-10-08,[0]
2944,2022-10-09,[0]
2945,2022-10-10,[0]
2946,2022-10-11,[0]
2947,2022-10-12,[0]
2948,2022-10-13,[0]
2949,2022-10-14,[0]
2950,2022-10-15,[0]
2951,2022-10-16,[0]
2952,2022-10-17,[0]
2953,2022-10-18,[0]
2954,2022-10-19,[0]
2955,2022-10-20,[0]
2956,2022-10-21,[0]
2957,2022-10-22,[0]
2958,2022-10-23,[0]
2959,2022-10-24,[0]
2960,2022-10-25,[0]
2961,2022-10-26,[0]
2962,2022-10-27,[0]
2963,2022-10-28,[0]
2964,2022-10-29,[0]
2965,2022-10-30,[0]
2966,2022-10-31,[0]
2967,2022-11-01,[0]
2968,2022-11-02,[0]
2969,2022-11-03,[0]
2970,2022-11-04,[0]
2971,2022-11-05,[0]
2972,2022-11-06,[0]
2973,2022-11-07,[0]
2974,2022-11-08,[0]
2975,2022-11-09,[0]
2976,2022-11-10,[0]
2977,2022-11-11,[0]
2978,2022-11-12,[0]
2979,2022-11-13,[0]
2980,2022-11-14,[0]
2981,2022-11-15,[0]
2982,2022-11-16,[0]
2983,2022-11-17,[0]
2984,2022-11-18,[0]
2985,2022-11-19,[0]
2986,2022-11-20,[0]
2987,2022-11-21,[0]
2988,2022-11-22,[0]
2989,2022-11-23,[0]
2990,2022-11-24,[0]
2991,2022-11-25,[0]
2992,2022-11-26,[0]
2993,2022-11-27,[0]
2994,2022-11-28,[0]
2995,2022-11-29,[0]
2996,2022-11-30,[0]
2997,2022-12-01,[0]
2998,2022-12-02,[0]
2999,2022-12-03,[0]
3000,2022-12-04,[0]
3001,2022-12-05,[0]
3002,2022-12-06,[0]
3003,2022-12-07,[0]
3004,2022-12-08,[0]
3005,2022-12-09,[0]
3006,2022-12-10,[0]
3007,2022-12-11,[0]
3008,2022-12-12,[0]
3009,2022-12-13,[0]
3010,2022-12-14,[0]
3011,2022-12-15,[0]
3012,2022-12-16,[0]
3013,2022-12-17,[0]
3014,2022-12-18,[0]
3015,2022-12-19,[0]
3016,2022-12-20,[0]
3017,2022-12-21,[0]
3018,2022-12-22,[0]
3019,2022-12-23,[0]
3020,2022-12-24,[0]
3021,2022-12-25,[0]
3022,2022-12-26,[0]
3023,2022-12-27,[0]
3024,2022-12-28,[0]
3025,2022-12-29,[0]
3026,2022-12-30,[0]
3027,2022-12-31,[0]
3028,2023-01-01,[0]
3029,2023-01-02,[0]
3030,2023-01-03,[0]
3031,2023-01-04,[0]
3032,2023-01-05,[0]
3033,2023-01-06,[0]
3034,2023-01-07,[0]
3035,2023-01-08,[0]
3036,2023-01-09,[0]
3037,2023-01-10,[0]
3038,2023-01-11,[0]
3039,2023-01-12,[0]
3040,2023-01-13,[0]
3041,2023-01-14,[0]
3042,2023-01-15,[0]
3043,2023-01-16,[0]
3044,2023-01-17,[0]
3045,2023-01-18,[0]
3046,2023-01-19,[0]
3047,2023-01-20,[0]
3048,2023-01-21,[0]
3049,2023-01-22,[0]
3050,2023-01-23,[0]
3051,2023-01-24,[0]
3052,2023-01-25,[0]
3053,2023-01-26,[0]
3054,2023-01-27,[0]
3055,2023-01-28,[0]
3056,2023-01-29,[0]
3057,2023-01-30,[0]
3058,2023-01-31,[0]
3059,2023-02-01,[0]
3060,2023-02-02,[0]
3061,2023-02-03,[0]
3062,2023-02-04,[0]
